country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Ethiopia,ET,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/ethiopia,IRENA database,566.400024414063,687.299987792969,672.940002441406,648.630004882813,918.030029296875,918.109985351563,918.659973144531,875.401000976563,924.301025390625,1629.96801757813,2030.68505859375,2269.11401367188,2269.92700195313,2414.32299804688,2420.11010742188,2761.86889648438,2748.22509765625,4465.27880859375,4537.93115234375,4554.93115234375,4816.76904296875,4862.76904296875,5692.76904296875,,
Gabon,GA,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/gabon,AFREC Database,808.940002441406,883.564025878906,929.088012695313,905.601013183594,898.22802734375,819.064025878906,949.489990234375,805.643981933594,898.025024414063,948.440002441406,906.900024414063,839.799987792969,908.0,931.900024414063,794.5,862.400024414063,930.400024414063,1012.603515625,1100.0,1199.18872070313,1309.10498046875,1223.17248535156,,,
Gabon,GA,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/gabon,AFREC Database,1146.88793945313,1208.48706054688,1277.39599609375,1326.86303710938,1351.19995117188,1384.84106445313,1483.68298339844,1547.6259765625,1661.19506835938,1674.15307617188,1771.0,1862.70397949219,1945.25537109375,2265.7060546875,3219.02978515625,3377.71435546875,3091.89990234375,3195.8642578125,2670.94995117188,2787.32055664063,2915.0517578125,2692.3330078125,,,
Gabon,GA,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/gabon,IRENA database,343.779998779297,343.779998779297,342.179992675781,346.579986572266,346.579986572266,344.579986572266,346.579986572266,380.579986572266,374.579986572266,373.579986572266,396.579986572266,399.579986572266,450.579986572266,603.580017089844,598.580017089844,601.47998046875,627.580017089844,620.880004882813,611.349975585938,611.349975585938,611.349975585938,611.75,611.75,,
Gambia,GM,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/gambia,AFREC Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Gambia,GM,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/gambia,AFREC Database,111.0,127.0,142.0,158.0,174.0,191.0,163.0,220.0,222.0,155.0,205.0,205.0,238.433197021484,238.433197021484,310.0,315.823608398438,322.008972167969,328.56982421875,335.475952148438,342.747528076172,350.391662597656,358.917053222656,,,
Gambia,GM,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/gambia,IRENA database,29.0,29.0,32.0,35.0,40.0,44.0,48.0480003356934,53.068000793457,53.0699996948242,62.2220001220703,74.3330001831055,74.3330001831055,75.2360000610352,92.7330017089844,92.9980010986328,93.1179962158203,93.588996887207,93.9000015258789,104.539001464844,105.042999267578,105.032997131348,123.019996643066,122.935997009277,,
Ghana,GH,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/ghana,AFREC Database,6606.0,6608.0,5036.0,3885.0,5281.0,5329.0,5619.0,3727.0,6195.0,6877.0,6925.0,7561.0,8070.0,8233.0,8387.0,5845.0,5582.39990234375,5616.126953125,5963.6484375,6331.97021484375,6723.533203125,7520.830078125,,,
Ghana,GH,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/ghana,AFREC Database,7220.0,7858.0,7273.0,5881.0,6039.0,6488.0,8430.0,6978.0,8324.0,8958.0,10096.0,11200.0,12023.0,12871.0,12963.0,11491.0,13044.400390625,14068.0390625,14696.234375,15379.599609375,16122.3701171875,22035.650390625,,,
Ghana,GH,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/ghana,IRENA database,1657.77404785156,1657.77404785156,1657.77404785156,1657.77404785156,1735.77404785156,1735.77404785156,1734.10400390625,1939.10400390625,1987.77404785156,1976.77404785156,2221.27392578125,2176.27392578125,2286.27392578125,2821.4130859375,2827.4130859375,3231.1220703125,3817.4169921875,4627.203125,4777.7099609375,5148.55078125,5338.8359375,5606.408203125,5674.93798828125,,
Guinea,GN,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/guinea,AFREC Database,406.0,546.0,589.0,396.0,549.0,489.0,456.0,533.0,524.0,517.0,519.0,519.0,541.835998535156,579.764526367188,654.0,688.089111328125,724.672607421875,1212.05297851563,1181.52075195313,1253.81079101563,1334.54833984375,1424.87377929688,,,
Guinea,GN,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/guinea,AFREC Database,743.0,933.0,984.0,865.0,942.0,881.0,843.0,942.0,967.0,962.0,969.0,973.291015625,1144.61499023438,1182.54345703125,1182.30004882813,1239.67163085938,1300.93615722656,1814.54992675781,1921.669921875,2029.29943847656,2148.19311523438,2280.33715820313,,,
Guinea,GN,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/guinea,IRENA database,336.220001220703,336.220001220703,336.220001220703,336.220001220703,336.220001220703,336.220001220703,336.220001220703,344.220001220703,319.220001220703,323.820007324219,252.820007324219,206.020004272461,217.440002441406,339.930999755859,339.930999755859,604.932983398438,595.486999511719,612.685974121094,629.200012207031,605.114013671875,979.929992675781,1257.26098632813,1258.35900878906,,
Guinea Bissau,GW,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/guinea-bissau,AFREC Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Guinea Bissau,GW,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/guinea-bissau,AFREC Database,20.0,20.0,19.0,17.0,23.0,60.0,62.0,66.0,65.0,67.0,67.0,101.449996948242,74.5899963378906,74.5899963378906,139.0,146.917846679688,156.072402954102,166.622772216797,178.759185791016,192.736831665039,208.871658325195,266.333099365234,,,
Guinea Bissau,GW,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/guinea-bissau,IRENA database,21.0,21.0,21.0,22.0,22.0,22.0,23.0,23.0,27.2000007629395,27.2000007629395,27.2000007629395,27.2000007629395,27.2000007629395,27.2000007629395,28.0,28.3120002746582,28.3120002746582,28.3120002746582,29.1690006256104,29.1690006256104,29.1690006256104,29.1690006256104,29.1690006256104,,
Kenya,KE,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/kenya,AFREC Database,1325.0,2403.0,3119.0,3260.0,2869.0,3026.0,3278.0,3488.0,2849.0,2170.0,3393.0,3451.0,2402.13916015625,3945.0,3310.0,3787.0,3341.89990234375,3462.10791015625,3986.39990234375,4109.90625,4239.31787109375,4656.2998046875,,,
Kenya,KE,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/kenya,AFREC Database,4103.0,4611.0,4730.0,5185.0,5568.0,6004.0,6785.0,6670.0,6776.0,6875.0,7467.0,7875.0,8539.646484375,8736.51953125,9258.0,9651.0,9752.900390625,10360.3603515625,11708.240234375,11999.60546875,12023.6220703125,12775.3994140625,,,
Kenya,KE,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/kenya,IRENA database,1009.81298828125,1009.81597900391,1012.81597900391,1186.81604003906,1256.8310546875,1199.28295898438,1139.78295898438,1239.29797363281,1352.85900878906,1422.16003417969,1517.54504394531,1603.72302246094,1658.2919921875,1677.10998535156,1942.14001464844,2388.0419921875,2462.75,2473.48803710938,2865.25708007813,2892.18994140625,3046.71801757813,3222.25903320313,3341.93798828125,,
Lesotho,LS,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/lesotho,AFREC Database,288.0,285.0,314.0,325.0,297.0,347.0,525.0,554.0,584.0,648.0,694.0,565.89599609375,280.320007324219,520.138610839844,385.0,401.971710205078,419.593963623047,507.733001708984,515.813659667969,538.774047851563,563.0087890625,530.260009765625,,,
Lesotho,LS,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/lesotho,AFREC Database,288.0,285.0,314.0,325.0,297.0,347.0,525.0,554.0,584.0,648.0,694.0,565.931030273438,280.355041503906,520.173645019531,385.035003662109,402.006713867188,419.628967285156,507.768005371094,517.123046875,540.083618164063,564.318664550781,531.575866699219,,,
Lesotho,LS,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/lesotho,IRENA database,76.2399978637695,76.2399978637695,76.2399978637695,74.870002746582,74.870002746582,74.870002746582,72.870002746582,72.870002746582,72.870002746582,72.870002746582,72.870002746582,72.870002746582,74.870002746582,74.7429962158203,74.7429962158203,74.7429962158203,74.7429962158203,74.7429962158203,74.7429962158203,74.7429962158203,74.7429962158203,74.9629974365234,74.9629974365234,,
Liberia,LR,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/liberia,AFREC Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.339279174805,,,
Liberia,LR,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/liberia,AFREC Database,30.7000007629395,31.7999992370605,31.7999992370605,30.1000003814697,31.0,31.7999992370605,33.0,33.2000007629395,11.8479404449463,19.5543346405029,29.5133895874023,38.8489532470703,39.8489532470703,39.8489532470703,105.300003051758,109.023368835449,113.365249633789,118.356742858887,124.041969299316,130.482925415039,137.757598876953,314.331237792969,,,
Liberia,LR,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/liberia,IRENA database,74.8000030517578,74.8000030517578,74.8000030517578,74.8000030517578,77.8000030517578,77.8000030517578,77.8000030517578,82.8000030517578,82.8000030517578,82.8000030517578,92.2050018310547,95.8649978637695,95.9000015258789,97.5699996948242,97.5699996948242,97.5869979858398,125.049003601074,193.430999755859,193.608001708984,193.608001708984,193.608001708984,193.608001708984,193.608001708984,,
Libya,LY,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/libya,AFREC Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Libya,LY,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/libya,AFREC Database,15300.0,15376.0,15345.0,18943.0,20202.0,22500.0,23992.0,25694.0,28667.0,30426.0,32753.0,28657.419921875,31182.533203125,37921.76171875,37740.0,37511.0,36430.0,37412.78125,38443.7421875,39525.1484375,40659.49609375,76448.1015625,,,
Libya,LY,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/libya,IRENA database,4253.0,4253.0,4418.0,4418.2001953125,4418.7001953125,5043.2001953125,5043.7001953125,5794.2001953125,5794.7001953125,5795.2001953125,8672.7001953125,8673.2001953125,8673.900390625,9173.900390625,9623.900390625,9623.900390625,9717.900390625,10243.1103515625,10516.1103515625,10516.1103515625,10516.111328125,10817.3330078125,11002.3330078125,,
Madagascar,MG,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/madagascar,AFREC Database,539.648986816406,563.963012695313,535.403015136719,611.629028320313,637.0009765625,647.903015136719,637.921997070313,719.081970214844,699.651977539063,734.0,711.0,967.080993652344,816.782409667969,857.621520996094,901.0,970.555358886719,1046.68469238281,783.755981445313,846.372375488281,909.748107910156,978.601501464844,683.919982910156,,,
Madagascar,MG,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/madagascar,AFREC Database,779.648986816406,832.963012695313,780.403015136719,897.629028320313,983.0009765625,988.903015136719,1003.92199707031,1052.08190917969,1239.65197753906,1235.0,1189.0,2449.27294921875,2328.6181640625,2399.69409179688,2474.0,2648.9892578125,2737.42626953125,2254.4248046875,2436.74609375,2636.10961914063,2860.08813476563,1732.4599609375,,,
Madagascar,MG,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/madagascar,IRENA database,227.630004882813,227.636993408203,227.636993408203,247.690002441406,272.692993164063,302.692993164063,341.065002441406,349.160003662109,403.641998291016,404.319000244141,509.81298828125,510.43798828125,544.148010253906,546.502990722656,684.245971679688,687.088012695313,689.14697265625,751.262023925781,819.322021484375,819.622009277344,819.421997070313,819.421997070313,873.072021484375,,
Malawi,MW,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/malawi,AFREC Database,1023.0,1045.0,1093.0,1139.0,1259.0,1307.0,1339.0,1367.0,1521.0,1659.0,1733.0,1733.0,2163.7890625,2380.16796875,2618.0,2658.80590820313,2702.07592773438,2747.75805664063,2795.82641601563,2846.27563476563,3374.69653320313,2048.1669921875,,,
Malawi,MW,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/malawi,AFREC Database,1204.0,1230.0,1286.0,1314.0,1452.0,1513.0,1551.0,1585.0,1763.0,1899.0,1943.0,1742.3515625,2174.02319335938,2436.20776367188,2639.86010742188,2681.0546875,2724.80419921875,2771.13818359375,2819.8759765625,2871.09448242188,3400.39282226563,2267.37158203125,,,
Malawi,MW,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/malawi,IRENA database,364.2080078125,364.213989257813,364.221984863281,349.230987548828,359.934997558594,359.942993164063,359.968994140625,360.143005371094,345.165985107422,353.555999755859,353.790008544922,355.699005126953,356.625,424.139007568359,426.407989501953,429.830993652344,439.230987548828,504.710998535156,537.431030273438,603.892028808594,603.892028808594,682.992004394531,723.992004394531,,
Mali,ML,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/mali,AFREC Database,245.0,250.0,431.0,524.0,583.0,643.0,668.0,658.0,666.0,679.0,695.0,723.588073730469,766.144592285156,786.995483398438,701.394653320313,743.572387695313,788.947509765625,837.9208984375,890.9453125,948.535583496094,1011.28143310547,1588.57165527344,,,
Mali,ML,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/mali,AFREC Database,814.0,864.0,934.0,975.0,1187.0,1270.0,1331.0,1408.0,1482.0,1575.0,1691.0,1728.52075195313,1682.19360351563,2635.091796875,2080.7412109375,2229.96606445313,2396.45849609375,2467.58569335938,2669.43530273438,2892.951171875,3142.39526367188,8083.5322265625,,,
Mali,ML,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/mali,IRENA database,263.070007324219,263.070007324219,463.369995117188,463.369995117188,463.369995117188,463.670013427734,463.727996826172,471.743011474609,446.819000244141,462.319000244141,485.680999755859,547.414978027344,551.245971679688,657.536010742188,677.294982910156,684.492004394531,747.585021972656,824.838012695313,824.932006835938,838.067016601563,899.633972167969,935.234985351563,1102.55004882813,,
Mauritania,MR,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/mauritania,AFREC Database,32.0,34.0,34.0,41.0,44.0,49.0,51.0,54.0,60.0,94.1337509155273,95.0164566040039,95.6528854370117,108.10294342041,141.615005493164,183.0,184.362152099609,199.351760864258,216.944366455078,237.640625,240.085586547852,242.720413208008,245.537857055664,,,
Mauritania,MR,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/mauritania,AFREC Database,230.0,278.0,501.0,475.0,518.0,499.0,586.0,606.0,679.0,369.520751953125,411.444458007813,413.163879394531,463.644927978516,505.236083984375,687.0,708.587829589844,745.271667480469,786.48876953125,832.240966796875,859.184204101563,887.859619140625,921.244995117188,,,
Mauritania,MR,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/mauritania,IRENA database,123.0,123.0,133.0,135.0,145.0,145.0,156.0,156.0,172.100006103516,182.100006103516,212.100006103516,212.100006103516,216.5,247.5,256.401000976563,466.415985107422,483.015991210938,483.015991210938,570.995971679688,586.533996582031,586.533996582031,626.533996582031,628.033996582031,,
Mauritius,MU,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/mauritius,AFREC Database,95.0,70.0,85.0,117.0,121.0,113.0,76.0,83.0,107.0,121.0,101.0,97.9260025024414,98.4156265258789,94.8349990844727,91.0,122.0,116.300003051758,117.469482421875,118.661758422852,119.876861572266,121.114883422852,119.315200805664,,,
Mauritius,MU,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/mauritius,AFREC Database,1685.09997558594,1805.5,1845.30004882813,1975.30004882813,2054.50390625,2149.30395507813,2218.2041015625,2325.40405273438,2416.60400390625,2435.61010742188,2688.89990234375,2505.72485351563,2536.08422851563,2885.26416015625,2937.0,2997.0,3058.30004882813,3170.25463867188,3241.8720703125,3318.5546875,3825.41040039063,2968.88330078125,,,
Mauritius,MU,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/mauritius,IRENA database,579.539978027344,619.340026855469,615.340026855469,613.320007324219,617.219970703125,726.77001953125,690.619995117188,733.219970703125,705.419982910156,749.244995117188,779.320007324219,761.317993164063,774.356994628906,777.306030273438,769.267028808594,792.973022460938,829.864990234375,906.976989746094,876.969970703125,901.780029296875,910.163024902344,912.14501953125,910.129028320313,,
Morocco,MA,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/morocco,AFREC Database,718.0,871.0,850.0,1456.0,1617.0,1426.0,1601.0,906.0,920.0,2542.0,3433.0,2005.0,1816.0,2990.39990234375,2033.0,2281.0,1662.0,1184.69995117188,1693.44299316406,1721.96911621094,1751.00793457031,818.307189941406,,,
Morocco,MA,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/morocco,AFREC Database,14153.0,16115.0,17213.0,18107.0,19337.0,22644.0,23215.0,20497.0,20815.0,21345.400390625,23636.80078125,25005.19921875,26358.80078125,26871.30078125,29145.0,29916.0,30842.0234375,35246.57421875,34453.15625,35130.78515625,35841.45703125,42167.58203125,,,
Morocco,MA,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/morocco,IRENA database,4395.31591796875,4395.6162109375,4417.31591796875,4516.51611328125,4630.419921875,5246.31982421875,5247.1201171875,5308.26513671875,5309.1650390625,6152.76513671875,6361.078125,6395.70703125,6711.70703125,7361.70703125,8018.1328125,8182.033203125,8363.802734375,8852.828125,10972.828125,10712.236328125,10662.3330078125,11003.3330078125,10864.9326171875,,
Mozambique,MZ,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/mozambique,AFREC Database,8836.0,11841.0,12674.0,10870.0,11668.0,13264.0,14717.0,16070.0,15114.0,16950.0,16640.0,16567.349609375,16567.349609375,14541.8388671875,16169.1484375,16398.19921875,15609.0,14060.8212890625,13899.54296875,14098.8603515625,14300.8662109375,17273.673828125,,,
Mozambique,MZ,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/mozambique,AFREC Database,8849.0,11885.0,12712.0,10907.0,11713.0,13285.0,14739.0,16083.0,15127.0,16967.0,16658.0,16589.810546875,16592.705078125,14861.046875,17739.056640625,19105.40625,18733.21484375,16992.47265625,17009.7421875,17439.380859375,17932.14453125,20696.263671875,,,
Mozambique,MZ,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/mozambique,IRENA database,2254.31005859375,2275.26000976563,2276.71997070313,2278.21997070313,2278.21997070313,2278.21997070313,2278.21997070313,2290.8701171875,2294.544921875,2294.544921875,2294.57104492188,2293.23095703125,2413.26293945313,2540.48291015625,2587.78295898438,2793.67504882813,2773.67504882813,2774.72509765625,2880.32006835938,2944.44799804688,2947.01098632813,2947.01098632813,2989.01098632813,,
Namibia,NA,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/namibia,AFREC Database,1380.0,1370.0,1407.0,1512.0,1602.0,1658.0,1512.0,1564.0,1415.0,1429.0,1235.0,1385.67004394531,1413.38342285156,1227.0,1485.0,1502.0,1395.59997558594,1415.70703125,1436.08410644531,1456.751953125,1477.72998046875,1655.5,,,
Namibia,NA,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/namibia,AFREC Database,1414.0,1417.0,1454.0,1559.0,1653.0,1709.0,1512.0,1694.0,1545.0,1510.0,1293.0,1424.28002929688,1454.31005859375,1291.14196777344,1505.0,1543.056640625,1492.48999023438,1517.71142578125,1543.5263671875,1570.65063476563,1595.5400390625,2152.69995117188,,,
Namibia,NA,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/namibia,IRENA database,386.570007324219,386.75,387.100006103516,387.160003662109,387.179992675781,387.410003662109,387.700012207031,388.260009765625,388.799987792969,399.459991455078,400.279998779297,426.730010986328,520.453979492188,523.971008300781,555.846984863281,560.346984863281,566.747009277344,610.556030273438,634.809020996094,687.2490234375,691.2490234375,691.2490234375,716.2490234375,,
Niger,NE,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/niger,AFREC Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Niger,NE,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/niger,AFREC Database,205.0,180.0,192.0,197.0,208.0,232.0,218.0,2141.0,230.0,248.0,250.0,342.319000244141,399.205993652344,452.0,443.0,531.0,526.0,556.858276367188,536.146484375,558.550415039063,582.30810546875,722.503723144531,,,
Niger,NE,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/niger,IRENA database,183.100006103516,183.199996948242,183.199996948242,183.300003051758,183.399993896484,183.600006103516,183.699996948242,183.699996948242,183.800003051758,183.800003051758,184.699996948242,229.600006103516,260.600006103516,261.600006103516,262.600006103516,263.600006103516,264.600006103516,345.640991210938,363.640991210938,379.640991210938,379.640991210938,379.640991210938,510.640991210938,,
Nigeria,NG,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/nigeria,AFREC Database,5628.0,6920.0,7074.0,7605.0,8275.0,7951.0,7714.0,6227.0,5721.0,4529.0,6310.0,5650.0,5306.68994140625,5326.0,5346.0,5718.0,5582.39990234375,5933.37890625,5635.25830078125,5670.39013671875,5705.5810546875,8689.974609375,,,
Nigeria,NG,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/nigeria,AFREC Database,14727.0,15453.0,15308.0,20183.0,24209.0,23539.0,23110.0,22978.0,21110.0,19777.0,26057.0,27034.0,25390.859375,28883.0,30464.0,31503.650390625,30978.41015625,31768.02734375,31868.251953125,32380.47265625,32912.7734375,73195.8828125,,,
Nigeria,NG,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/nigeria,IRENA database,5585.2001953125,5585.2001953125,5585.2001953125,6785.2001953125,6785.2001953125,6985.2001953125,7587.2841796875,8107.2841796875,8616.2841796875,8849.4697265625,8573.703125,9089.6787109375,9089.8701171875,10010.6650390625,10579.896484375,10586.931640625,12537.5244140625,12573.23046875,13038.66015625,13093.2216796875,13217.9912109375,13254.84765625,13289.1728515625,,
Rwanda,RW,Electricity generated from hydropower (GWh),GWh,Electricity,Supply,Electricity generated from hydropower (GWh),https://africa-energy-portal.org/aep/country/rwanda,AFREC Database,110.0,88.0,97.0,116.0,83.0,65.0,38.0,42.0,68.0,98.0,110.0,149.0,149.796005249023,214.459243774414,214.459243774414,216.807876586914,219.327621459961,222.009674072266,224.847518920898,227.836456298828,230.973251342773,542.809997558594,,,
Rwanda,RW,"Electricity generation, Total (GWh)",GWh,Electricity,Supply,"Electricity generation, Total (GWh)",https://africa-energy-portal.org/aep/country/rwanda,AFREC Database,113.0,90.0,99.0,119.0,91.0,112.0,161.0,160.0,184.0,240.0,282.0,342.313995361328,350.123992919922,475.325347900391,527.443115234375,533.355895996094,539.795104980469,546.80859375,554.3642578125,562.448608398438,571.050598144531,894.616516113281,,,
Rwanda,RW,"Electricity installed capacity, Total (MW)",MW,Electricity,Technical,"Electricity installed capacity, Total (MW)",https://africa-energy-portal.org/aep/country/rwanda,IRENA database,43.7999992370605,43.7999992370605,43.7999992370605,43.7999992370605,43.7999992370605,56.2999992370605,71.0350036621094,71.3850021362305,71.3850021362305,94.9850006103516,104.474998474121,110.151000976563,111.208000183105,115.436996459961,130.929992675781,205.005996704102,225.227005004883,229.957000732422,234.949996948242,249.32600402832,259.126007080078,259.126007080078,299.466003417969,,
